ts,endpoint,unit,suffix,base_model,variant_label,model_tag,num_gpu,num_ctx,batch,num_predict,tokens_per_sec,gpu_label,gpu_name,gpu_uuid,gpu_mem_mib
20250913_160342,127.0.0.1:11435,ollama-test-a.service,A,gemma3:4b-it-fp16,base-as-is,gemma3:4b-it-fp16,,,,48.68,nvidia-5060ti,NVIDIA GeForce RTX 5060 Ti,GPU-6bef0f05-20d7-81db-4f84-cf9491db6704, 16311
20250913_160342,127.0.0.1:11435,ollama-test-a.service,A,gemma3:4b-it-fp16,optimized,gemma3:4b-it-fp16,35,,,49.52,nvidia-5060ti,NVIDIA GeForce RTX 5060 Ti,GPU-6bef0f05-20d7-81db-4f84-cf9491db6704, 16311
